Country,Indicator Code,Indicator Name,Year,Value
TUN,SP.RUR.TOTL.ZS,Rural population percent,2002,35.798
TUN,SP.RUR.TOTL.ZS,Rural population percent,2001,36.182
TUN,SP.RUR.TOTL.ZS,Rural population percent,2000,36.568
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2024,70.88
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2023,70.544
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2022,70.214
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2021,69.888
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2020,69.568
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2019,69.254
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2018,68.945
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2017,68.642
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2016,68.346
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2015,68.056
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2014,67.772
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2013,67.495
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2012,67.218
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2011,66.938
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2010,66.657
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2009,66.376
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2008,66.093
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2007,65.809
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2006,65.524
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2005,65.237
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2004,64.95
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2003,64.585
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2002,64.202
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2001,63.818
TUN,SP.URB.TOTL.IN.ZS,Urban population percent,2000,63.432
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2024,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2023,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2022,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2021,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2020,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2019,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2018,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2017,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2016,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2015,52.39924
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2014,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2013,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2012,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2011,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2010,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2009,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2008,24.55746
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2007,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2006,
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2005,21.87577
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2004,21.22075
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2003,23.75261
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2002,21.6802
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2001,23.80676
TUN,SE.XPD.SECO.PC.ZS,Expenditure per student secondary,2000,24.55713
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2024,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2023,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2022,85.2149276733398
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2021,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2020,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2019,81.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2018,79.4751129150391
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2017,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2016,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2015,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2014,79.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2013,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2012,80.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2011,80.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2010,79.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2009,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2008,78.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2007,77.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2006,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2005,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2004,74.0
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2003,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2002,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2001,
TUN,SE.ADT.LITR.ZS,Adult literacy rate,2000,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2024,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2023,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2022,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2021,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2020,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2019,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2018,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2017,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2016,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2015,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2014,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2013,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2012,100.0
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2011,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2010,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2009,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2008,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2007,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2006,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2005,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2004,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2003,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2002,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2001,
TUN,SE.PRM.TCAQ.ZS,Trained teachers primary percent,2000,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2024,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2023,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2022,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2021,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2020,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2019,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2018,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2017,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2016,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2015,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2014,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2013,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2012,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2011,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2010,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2009,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2008,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2007,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2006,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2005,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2004,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2003,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2002,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2001,
TUN,SE.SEC.NENR,Secondary net enrollment rate,2000,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2024,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2023,6.73398876190186
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2022,6.8049898147583
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2021,6.67984676361084
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2020,7.26507568359375
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2019,6.1737322807312
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2018,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2017,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2016,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2015,6.22044992446899
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2014,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2013,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2012,5.95086002349854
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2011,
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2010,5.96306991577148
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2009,6.528480052948
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2008,6.27157020568848
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2007,6.46451997756958
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2006,6.43879985809326
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2005,6.4515700340271
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2004,6.72078990936279
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2003,6.81675004959106
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2002,5.79006004333496
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2001,6.20184993743896
TUN,SE.XPD.TOTL.GD.ZS,Education expenditure GDP percent,2000,6.20196008682251
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2024,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2023,95.945068359375
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2022,100.0
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2021,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2020,100.0
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2019,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2018,100.0
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2017,100.0
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2016,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2015,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2014,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2013,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2012,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2011,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2010,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2009,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2008,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2007,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2006,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2005,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2004,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2003,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2002,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2001,
TUN,SE.SEC.TCAQ.ZS,Trained teachers secondary percent,2000,
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2024,3.29999999939609
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2023,4.10000000005964
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2022,3.60000000094915
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2021,3.79999999900707
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2020,-4.99999999908597
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2019,0.899999999219148
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2018,1.40000000088281
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2017,1.49999999895587
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2016,3.90000000017621
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2015,3.20000000089023
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2014,4.09999999866501
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2013,2.60000000061164
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2012,2.40000000034432
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2011,2.99999999941909
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2010,4.80000000093564
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2009,1.19999999969519
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2008,2.49999999929371
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2007,3.10000000128674
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2006,2.89999999905852
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2005,5.39999999969525
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2004,4.49999999976698
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2003,6.50000000062043
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2002,5.40000000000001
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2001,2.99999999863043
DZA,NY.GDP.MKTP.KD.ZG,GDP growth annual,2000,3.80000000158476
DZA,NY.GDP.PCAP.CD,GDP per capita,2024,5631.17999109851
DZA,NY.GDP.PCAP.CD,GDP per capita,2023,5364.02795022731
DZA,NY.GDP.PCAP.CD,GDP per capita,2022,4961.55257664733
DZA,NY.GDP.PCAP.CD,GDP per capita,2021,4160.55926736925
DZA,NY.GDP.PCAP.CD,GDP per capita,2020,3743.5419522929
DZA,NY.GDP.PCAP.CD,GDP per capita,2019,4468.45341883656
DZA,NY.GDP.PCAP.CD,GDP per capita,2018,4577.21029180491
DZA,NY.GDP.PCAP.CD,GDP per capita,2017,4554.66753957828
DZA,NY.GDP.PCAP.CD,GDP per capita,2016,4424.98529027556
DZA,NY.GDP.PCAP.CD,GDP per capita,2015,4685.05902729002
DZA,NY.GDP.PCAP.CD,GDP per capita,2014,6094.69392314956
DZA,NY.GDP.PCAP.CD,GDP per capita,2013,5979.60138960585
DZA,NY.GDP.PCAP.CD,GDP per capita,2012,6033.64884689543
DZA,NY.GDP.PCAP.CD,GDP per capita,2011,5916.31364364343
DZA,NY.GDP.PCAP.CD,GDP per capita,2010,4912.78585503672
DZA,NY.GDP.PCAP.CD,GDP per capita,2009,4235.42990456612
DZA,NY.GDP.PCAP.CD,GDP per capita,2008,5180.91881514686
DZA,NY.GDP.PCAP.CD,GDP per capita,2007,4167.45169937531
DZA,NY.GDP.PCAP.CD,GDP per capita,2006,3660.66104745322
DZA,NY.GDP.PCAP.CD,GDP per capita,2005,3233.13339634212
DZA,NY.GDP.PCAP.CD,GDP per capita,2004,2816.99384960555
DZA,NY.GDP.PCAP.CD,GDP per capita,2003,2283.77299346126
DZA,NY.GDP.PCAP.CD,GDP per capita,2002,1937.46411413019
DZA,NY.GDP.PCAP.CD,GDP per capita,2001,1896.30020878013
DZA,NY.GDP.PCAP.CD,GDP per capita,2000,1772.92869122761
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2024,
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2023,
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2022,
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2021,
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2020,0.969200015068054
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2019,0.958090007305145
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2018,0.954990029335022
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2017,0.950929999351501
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2016,0.949720025062561
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2015,0.952300012111664
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2014,0.950959980487823
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2013,0.948409974575043
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2012,0.9444500207901
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2011,0.938399970531464
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2010,0.937489986419678
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2009,0.935899972915649
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2008,0.936590015888214
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2007,0.933889985084534
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2006,0.926509976387024
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2005,0.92509001493454
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2004,0.925880014896393
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2003,0.923749983310699
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2002,0.924610018730164
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2001,0.918299973011017
DZA,SE.ENR.PRIM.FM.ZS,Female to male enrollment primary,2000,0.916679978370667
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2024,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2023,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2022,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2021,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2020,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2019,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2018,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2017,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2016,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2015,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2014,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2013,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2012,
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2011,1.03872001171112
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2010,1.03617000579834
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2009,1.01119005680084
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2008,1.03848004341125
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2007,1.08138000965118
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2006,1.09433996677399
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2005,1.09557998180389
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2004,1.09079003334045
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2003,1.08735001087189
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2002,1.06369996070862
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2001,1.06335997581482
DZA,SE.ENR.SECO.FM.ZS,Female to male enrollment secondary,2000,1.04744005203247
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2024,
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2023,1.34529995918274
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2022,1.42060995101929
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2021,1.39614999294281
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2020,1.41146004199982
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2019,1.40271997451782
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2018,1.40358996391296
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2017,1.33998000621796
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2016,1.41565001010895
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2015,1.37646996974945
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2014,1.36342000961304
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2013,1.35364997386932
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2012,1.34172999858856
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2011,1.32702994346619
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2010,1.32200002670288
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2009,1.31477999687195
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2008,
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2007,1.2941700220108
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2006,1.21543002128601
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2005,1.22987997531891
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2004,1.08891999721527
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2003,
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2002,
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2001,
DZA,SE.ENR.TERT.FM.ZS,Female to male enrollment tertiary,2000,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2024,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2023,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2022,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2021,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2020,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2019,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2018,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2017,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2016,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2015,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2014,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2013,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2012,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2011,79.0739974975586
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2010,83.9308624267578
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2009,80.2927169799805
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2008,36.2592811584473
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2007,30.0988597869873
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2006,29.0351905822754
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2005,6.17513990402222
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2004,4.72231006622314
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2003,3.9796199798584
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2002,
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2001,3.3781099319458
DZA,SE.PRE.ENRR,Pre-primary gross enrollment ratio,2000,2.70937991142273
DZA,SE.PRM.AGES,Primary school starting age,2024,
DZA,SE.PRM.AGES,Primary school starting age,2023,6.0
DZA,SE.PRM.AGES,Primary school starting age,2022,6.0
DZA,SE.PRM.AGES,Primary school starting age,2021,6.0
DZA,SE.PRM.AGES,Primary school starting age,2020,6.0
DZA,SE.PRM.AGES,Primary school starting age,2019,6.0
DZA,SE.PRM.AGES,Primary school starting age,2018,6.0
DZA,SE.PRM.AGES,Primary school starting age,2017,6.0
DZA,SE.PRM.AGES,Primary school starting age,2016,6.0
DZA,SE.PRM.AGES,Primary school starting age,2015,6.0
DZA,SE.PRM.AGES,Primary school starting age,2014,6.0
DZA,SE.PRM.AGES,Primary school starting age,2013,6.0
DZA,SE.PRM.AGES,Primary school starting age,2012,6.0
DZA,SE.PRM.AGES,Primary school starting age,2011,6.0
DZA,SE.PRM.AGES,Primary school starting age,2010,6.0
DZA,SE.PRM.AGES,Primary school starting age,2009,6.0
DZA,SE.PRM.AGES,Primary school starting age,2008,6.0
DZA,SE.PRM.AGES,Primary school starting age,2007,6.0
DZA,SE.PRM.AGES,Primary school starting age,2006,6.0
DZA,SE.PRM.AGES,Primary school starting age,2005,6.0
DZA,SE.PRM.AGES,Primary school starting age,2004,6.0
DZA,SE.PRM.AGES,Primary school starting age,2003,6.0
DZA,SE.PRM.AGES,Primary school starting age,2002,6.0
DZA,SE.PRM.AGES,Primary school starting age,2001,6.0
DZA,SE.PRM.AGES,Primary school starting age,2000,6.0
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2024,
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2023,100.725112915039
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2022,96.0903625488281
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2021,99.5935592651367
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2020,102.213920593262
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2019,100.291580200195
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2018,103.524276733398
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2017,102.802917480469
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2016,100.851547241211
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2015,98.4185104370117
DZA,SE.PRM.CMPT.FE.ZS,Primary completion rate female,2014,101.776527404785
